"xpts" "ypts" "zpts"
-1.96607104211221 17.1400171749175 1.06253453465347
-17.5366910421122 -0.986082825082505 0.474934534653467
1.17895895788779 -18.1755828250825 -6.15326546534654
18.9464089578878 0.0708171749174937 -6.03346546534653
10.9283089578878 13.5861171749175 -2.98546546534654
2.34549073003969 4.23210198504407 3.44024339541296
-2.61471469211221 16.1911188415842 1.8299628679868
13.8131249578878 -1.07662949174917 -3.09091879867987
-13.2173595269607 11.5509050537054 0.306889080108011
-14.950818725039 -9.3854584348386 -0.956110587297753
1.53281114179583 0.790172347331285 3.2088678679868
-13.4622179651891 -6.58538744046712 0.342185303884235
-2.20501618983948 0.0967262658265829 3.60819135283528
-16.921103862625 -1.9090764148261 0.480831970550902
-1.36616700211221 -14.1214241584158 -2.6914921320132
-1.75876770877888 10.125263151929 4.36667821281438
8.28278660494661 17.2129136455057 -1.86620075946418
2.95788379659747 13.2033720136272 1.5337990507825
-5.05077950552684 -6.2791584348386 1.51934307123883
5.11967278504828 1.82081347121379 2.08874688033248
11.4079454658243 11.1314743177746 -2.66838768756876
6.28794000266391 13.9044067271563 -0.908734122062952
-7.03866212644956 -9.31557680098613 0.0505465828462366
-16.0208856849693 1.6661409844413 1.08491429655823
0.378654539283138 -2.54264212740809 2.49195313930463
-10.8912036671122 -3.86012532508251 1.63925453465347
-12.382705785702 14.4963658928662 0.964907611576543
-12.5423204787319 8.1922875974527 1.14658805578023
-16.4592521532233 -5.66201060286029 -0.100875187568757
16.8280389578878 -2.89937282508251 -5.21642832248939
1.46020987894042 10.5303619117596 3.43752137675873
9.4271325689989 14.1387116193619 -2.3621571320132
-6.14072039059706 15.5023399021902 0.893270898289829
-1.1394753278265 -5.74391734889203 1.51671310608204
8.72104189906426 3.6622559984469 0.445315711124054
0.0546177814172009 6.9746371749175 4.23915806406523
15.4483860070681 -8.94706479229562 -6.3504539899367
-7.24353201772197 -3.29544014215568 2.50528941270225
9.54680280404163 -11.3411259020056 -4.37902854226961
-3.68607299211221 13.0524584249175 3.58638453465347
-0.525249042112211 -11.0593974917492 -1.1707841320132
-13.3666404010866 -0.443717440467123 1.78997299619193
-8.62132766548883 8.72896652556684 3.1440968723158
5.96464783288779 -12.2332065750825 -3.41058171534654
5.58588645788779 5.05326300825083 2.16451925687569
4.57638618680345 16.6891244038332 -1.00470040510557
-6.82307458862384 5.84208694235935 3.99987988349067
1.12520495788779 16.3968588415842 -0.0626721320132009
1.15476549634933 -8.09985846610815 0.0899127397816709
2.94889566243324 -5.04035327962796 1.08112430738074
-10.4894499445512 5.77750497979554 2.9789259980681
-8.58624736564162 -6.27261076625898 1.16982718171229
13.2643743425032 -4.67694820969789 -3.6585821320132
8.42200750861242 10.4757229720189 -0.368801697230592
-3.23315851938494 6.31912172037204 4.4631606710171
-4.64155978074858 2.93961262946295 4.15245044374437
16.4604503864592 -5.99759139651108 -5.78571117963225
-10.262980619577 11.4589425270302 1.07075143606192
1.14583341942625 -16.8529397481594 -5.00818084996192
7.12631101671132 7.54066423374102 1.07651982877111
-9.84661115839128 -0.601815383222043 2.81236127883951
10.3312151307273 7.23899865639897 -0.728451885099621
-5.77586959505339 -15.621009883906 -3.401138406523
17.7983089578878 0.140284339096597 -5.31021919668982
-9.04226002945398 14.5879412255504 0.889461116931947
-6.73319435461221 11.8601812374175 2.84584390965346
13.138985428476 -11.5001754721413 -6.33687870064065
-4.44641812644956 -12.2231057166488 -1.47330642920196
-1.05200253636508 3.36832407146922 4.1485770633891
2.30729980295821 -13.7578659236741 -3.17804293013526
5.16884598491482 10.5768023100526 1.45613318330211
13.5418013821302 8.20854444764477 -2.88001849564957
-9.44328843341656 -14.7766060134883 -2.91029155230306
3.17403950583299 -10.6363691264524 -1.78295861603147
-0.388366042112211 13.6917523100526 3.11820345357238
-2.43239843917103 -16.905260766259 -4.46879046534654
10.3726401054288 -13.9628057759022 -6.22517366206785
14.78065618011 2.11803661936194 -3.32953629867987
3.35312767583651 7.68266332876365 3.02721402183295
16.0042756245545 6.07663166767111 -3.96054662476682
4.53488683667567 -16.3019752493249 -5.51482455625562
10.3920466202255 -2.48766594196562 -1.42089143937251
12.0764652078878 -8.24144532508251 -4.15901296534653
4.22695793516052 -1.64271464326433 1.71603453465347
-3.49723347393039 -3.16348168871887 2.68662771647165
-10.7300146784758 -10.5966358553855 -0.605763950195019
-5.97556033756676 -0.284980552355235 3.44259703465347
8.0182575689989 -8.86776338063806 -2.67962518756876
-11.8683948395806 2.57402097238585 2.59610415490663
9.5928907760696 -5.84586074716043 -2.12900832248939
-3.11208689925507 -8.9520959203206 0.0516214394153707
12.5931487014775 4.61407230312262 -1.92126546534653
-14.1355127563979 4.63858146063178 1.56726882036775
6.71366074360207 -4.13720544413013 -0.0603380843941532
7.30274102137985 -15.2448558409555 -5.46414006852114
-12.6433049857742 -12.5611560645191 -1.9370865921071
-8.36464842847585 2.61997626582658 3.56318680738074
5.18398258288779 -7.69913157508251 -0.911772965346535
-10.985892056605 -7.95509441928541 0.338667867986799
10.9831025476314 1.16521589286621 -1.01939238842346
-14.0725910421122 -3.49702312358997 1.00227632569824
-7.9625095495749 -12.4455037206049 -1.4321177041525
7.72066383593657 -0.301719410448362 0.508236973677856
17.6982549896338 3.39679653999686 -4.88428133836241
-5.05958013735031 9.23642669872702 4.17277858227252
