Id	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42
Centrophorus_seychellorum	-0.5668270848019827	-0.011066136153881625	0.05271631284434618	-0.5030394518285294	0.037122248185854224	-0.054594080237919944	-0.07551520529433142	-0.026052382791592048	0.04521903450600233	-0.06172873718502875	-0.06959795101660299	0.08893040400229109	0.027315543022507875	0.025841206503661215	0.07864361517181817	0.06916708879456707	0.03314103610964958	0.10431478180644183	0.11895659526154222	0.11479347131469506	0.061280578137573455	0.17353078183019818	-0.040254257316770084	-4.7040598062698686E-4	0.18265423481194015	-0.04660841783283328	-0.017629375071111134	0.22233491153912993	-0.01102353606159385	0.012201980731481174	0.2349081428055056	-0.007717557243149157	-0.0078331787622529	0.21327686635462353	-0.0026846869951918217	-0.07305640433139596	0.19228528655758748	0.00125563336302556	-0.14032308339725802	-0.22731897186773095	0.0028513299347296198	-0.14940017941938993
Centrophorus_uyato	-0.5796608147742413	-6.463201542786911E-4	0.03149183591625758	-0.5077226956613577	0.04454623318662855	-0.03890480611690876	-0.055647291499347315	-0.028678819416928666	0.054320772216419136	-0.07360121494766407	-0.0928502991308513	0.10201484339528089	0.053747289754976973	0.016853544187641165	0.07253806453130891	0.085361033976975	0.020752704950142326	0.09402359132741725	0.12361547287577457	0.1100228712183405	0.04653575014451868	0.1671600432574531	-0.028889149561250528	0.013222434911685163	0.1761106484454047	-0.03730331093351587	-0.010418692593328033	0.2196274623952172	-0.0034976076050780014	0.007093930164209745	0.2309447215492203	-0.001025339813293974	-0.009941347445360706	0.20473144030646462	0.0015691956976388935	-0.07871265216976198	0.18421240197843625	0.007721220695847141	-0.1285903519004339	-0.22887849765730758	-0.008574923321039638	-0.15467337238128998
Centroscymnus_coelolepis	-0.6045564642378177	-0.04004243522262238	0.07523960182657409	-0.4908578454782444	0.08728328568376557	-0.08187711274724045	-0.03605100399850282	-0.023835306548823165	0.06136237489325315	-0.09136197673893452	-0.11772648144954528	0.1601595480546249	0.037655262095479425	0.02746500174502709	0.06239398798245255	0.07528325176846817	0.044572521021941196	0.07936940410151913	0.058625714511893676	0.08655502681129468	0.04825992530183753	0.1475967366628541	-0.028848786100481985	0.0077686674889200025	0.1999768666841294	-0.03290532411912978	-0.025512687463757518	0.22157290464533222	-0.009348586491643732	-0.008760445340017462	0.2350648932132756	-5.600671567607962E-4	-0.025146371968964985	0.21968739592097236	-0.005387742785312592	-0.06038148615454735	0.20810890510100216	0.002642440652286776	-0.1355691375313763	-0.18074464014990832	0.010136453960000458	-0.15730626844328213
Centroscymnus_crepidater	-0.6083206489789894	-0.02166808017467746	0.06784440350747692	-0.5100288393475161	0.04540333216033279	-0.03827849830650171	-0.0629221325540727	-0.03738489426022192	0.021911683121983744	-0.07459642169469434	-0.07767990792498858	0.09806023486465955	0.03655777960392891	-1.9632586876246194E-4	0.05444840561705974	0.11322479128030913	0.04588578735330244	0.08542276579054711	0.13295071382412896	0.1111160373123452	0.05810532442124425	0.1446559341552723	-0.02977879793885739	0.004736579404608765	0.1562252337508776	-0.03609947844217033	-0.016122637704669172	0.20398132876829964	-0.004852639308381767	-0.001382842799462436	0.21591257253801566	-0.0015247323608452833	-0.016573556436207188	0.2162210802409092	-1.0995635297816192E-4	-0.054560362055434034	0.21844843768885652	-0.0020891579930326296	-0.1080700482359352	-0.18230982927532566	0.008978813798935156	-0.15554145118937104
Cephaloscyllium_ventriosum	-0.5542114105964745	0.0037700703545222626	0.018763500610041346	-0.5245950095923656	0.018410951642963677	0.002546749028092571	-0.11803411661769585	-0.04509194889238104	-0.0024902268145971657	-0.10749230522013169	-0.05630678201510346	0.002806481948795736	0.08880295740366023	0.02995023658856215	0.03551740532092328	0.1310068744485333	0.04535613603406442	0.07992223318339604	0.14444394901497015	0.08342946588017394	0.051460255417348166	0.18412610509148686	-0.02464430084970486	0.028066785475299113	0.20265009088998845	-0.038644339430373695	0.010098728248289265	0.22642725932222432	-0.011578414508548626	0.03465822086302979	0.23256067553403242	-0.008710275833308141	0.017989542513305798	0.20672369482921343	-0.019998576088004295	-0.034575527509763254	0.14382778980565214	0.024768989376963077	-0.13144103082468717	-0.25623655431309383	-7.112122598258719E-4	-0.11332311745947471
Cetorhinus_maximus	-0.5914025458290313	0.010340081387435633	0.021257101674713227	-0.5861377505615326	0.02552129185931311	-0.006643215201863201	-0.019815213096232052	-0.03423906598434079	0.03972233063650661	-0.013618891026511423	-0.04255178533555821	0.04504788044451559	0.08652608793668425	0.01879996772009298	0.047542864056877215	0.10984336214433829	0.027561864080788114	0.05382271249490541	0.11002242143630078	0.04440275992562984	0.036360202659747556	0.16037282411938097	-0.026530789696730533	0.03132125802348565	0.1701091962096764	-0.03147679814989144	0.012394845069331972	0.20039958163315408	-0.012508444751012107	0.01700674355180671	0.21509624188246576	0.0021008103595830754	-0.008198506439252174	0.2083655146504986	0.012449776530499852	-0.047349956129089946	0.17688938827717046	0.020448995932455836	-0.10672507277082313	-0.22665021777636257	-0.014318663878265876	-0.13555918807086065
Chaenogaleus_macrostoma	-0.6002659632794756	-0.06432073693507347	0.07670433922578461	-0.45618434245596906	0.02276034517407134	0.008350135077079112	-0.12752131624410964	0.030191964962666885	-0.020356777080416884	-0.05306975788050721	-6.795551081982543E-5	0.042834778453374814	0.023977687000201385	0.028339413665076134	0.03859129669435747	0.07435733944581749	0.031688900431769945	0.06978191669915251	0.14100825717449006	0.06341959921008389	0.054419293805513455	0.14683545366994374	-0.03256404709200049	0.042398664174271544	0.14233406922948552	-0.04363071809769188	0.012820602639318616	0.22571554495019813	-0.028879576460786004	0.038149142739190775	0.24064187802534748	-0.025021480028207945	0.011444683599260904	0.2400598587684079	-0.021056834799952306	-0.02036360140040962	0.22008217338162164	0.01986199974493258	-0.19134121309913524	-0.21797088178544924	0.019279125735929284	-0.16343326152733018
Chiloscyllium_arabicum	-0.52532776757021	-0.07197701077700853	0.07863775681510932	-0.4045934971077602	0.07689386008296539	-0.03850416980439408	-0.13859612479395414	-0.008064343952805877	0.036603369905791515	-0.1674420045664539	-0.06795898056201229	0.07153878348563099	-0.035822910759013164	0.01799083227797736	0.06658302203122488	0.043436198626541744	0.047610181414674484	0.14338853867949963	0.1629374849930457	0.14517732789542406	0.03584493984740352	0.19864463735143154	-0.04366678275786597	0.04420623175698555	0.198772194457988	-0.06691087098096181	0.014977181991528615	0.2289569476132891	-0.029750125423656053	0.0337106285518522	0.2395749504156445	-0.020802398296463225	0.004894501376013908	0.21476148505334536	-0.020336668949852043	-0.07822951035703986	0.22727108731445042	0.025188700122491303	-0.2341932020037807	-0.2425726810283517	0.016606279907095553	-0.1794580722758327
Chiloscyllium_griseum	-0.5092502347557273	-0.07169126453496616	0.08370001291015046	-0.3907819433478591	0.07714226935077174	-0.04224205410252071	-0.19498624815087	-0.0086980502262137	0.014778923469559032	-0.17115343280010156	-0.06632274249278038	0.07765831584815142	-0.013387480570927535	0.03324842423350187	0.0783929757435678	0.07262960205622691	0.05236260976149395	0.12455262867755738	0.14090629085291734	0.1441485191927225	0.04688245641404115	0.1962124673166764	-0.046157404858569055	0.041725569876727486	0.19866045120783704	-0.0685074587210712	-2.1884754258968877E-4	0.23500893920367158	-0.0371911995106268	0.04377657694619472	0.24823868532907478	-0.030787431555037183	0.015178890224913966	0.2179767825235831	-0.023049819437626767	-0.06673282447324995	0.22985925686481806	0.036017299516170304	-0.23766373170353566	-0.25993313572931687	0.00948624928222578	-0.17978889228896572
Chiloscyllium_hasseltii	-0.52856691439702	-0.0851342800213942	0.08298409735276635	-0.3954899970296475	0.07881637774964978	-0.046169789834364344	-0.14502938742278357	-0.0047340908578144365	0.04337134183614241	-0.1462584761699156	-0.056315016896232487	0.070270696270908	-0.031344709907968935	0.018815267501667437	0.05897800132585325	0.0389006566039799	0.05478211784696868	0.16590911663320418	0.14830830722679317	0.15284329062049407	0.04333035136007243	0.19610910287932992	-0.04352101307798593	0.05869749470615164	0.1962694787586466	-0.07637621706646372	0.02004180004017648	0.22469413112400835	-0.03969925942986739	0.047330718313300574	0.24069002652917307	-0.025290119454385515	0.0035918239029791026	0.21746219823956026	-0.027062013987161924	-0.08931802036857979	0.21339657399608494	0.027399970573692436	-0.2765899638880821	-0.22914099043022285	0.02547498649885003	-0.18242766765050217
Chiloscyllium_indicum	-0.544046265637627	-0.06644922850794249	0.09686707847019684	-0.39958683428335173	0.05468409606988831	-0.023923794230340224	-0.16945383952927998	0.0022578587388812415	0.020091840244442723	-0.17434554982840403	-0.04351193812330631	0.06729821311067594	-0.03524580571826573	0.006544990440283449	0.07442124281331489	0.060253356057141716	0.04176237342860352	0.14743405757611305	0.16008041648961005	0.10580594438792477	0.04177339754960093	0.19004449157346048	-0.03614363695718287	0.03064857276068554	0.1901927782299867	-0.05145442265594167	-0.00451517599613341	0.2311925654052142	-0.010884276431020756	0.05230786792658729	0.2523653490052727	-0.01612388373633933	0.01787694532322512	0.21790154445157908	-0.020661434854031914	-0.06332253334937026	0.21822666072705824	0.00926528046690011	-0.2526560994760555	-0.1975788669423744	0.024908277733296548	-0.2043016127229239
Chiloscyllium_punctatum	-0.5184719598837729	-0.06513449942758454	0.07554431193447186	-0.39084440437648227	0.059925710630187125	-0.04960301339515439	-0.19722653995922804	-0.009343107746131956	0.03471205791924479	-0.22262945737077686	-0.07078344309746404	0.07875335673275691	-0.017221197088300683	0.030801311582828533	0.08015766821097677	0.0729625072328717	0.06765859812616452	0.1363082885917475	0.17882030262786022	0.14166992876411497	0.050582411001531845	0.20591803803397615	-0.047425004822945656	0.026245317145023272	0.20163718932067676	-0.06476304889564795	0.005256831758223359	0.2324186874518194	-0.03427728961930674	0.021768327000787933	0.24402562442786557	-0.027218758009946525	0.0014989961137215901	0.21268414484008966	-0.022745584142843583	-0.08077747142503379	0.22602454621504023	0.027706787065575517	-0.2145496180265495	-0.22809748147163367	0.013928399593001855	-0.16589746356173843
Chlamydoselachus_anguineus	-0.6069171804741235	-0.04304886620967015	0.02200715929789042	-0.5489224758471271	-0.008002238763445968	-0.013555506647323842	-0.08262442197459739	0.03703228625625851	-0.01429529788311724	-0.03183867489589198	0.015236679790301423	0.01440866418907973	0.11727930519710009	0.03136422190105291	0.04395130121408196	0.15763264533841964	0.037695219560356735	0.06710817189795476	0.15063878494909186	0.0525855585742684	0.058257704032944724	0.18399555587497066	-0.033242763641787146	0.018796093270692617	0.17663188233033475	-0.03352906562005217	0.010132241721106928	0.2088163406253108	-0.023209216917115423	0.017130475118477644	0.20159081986561778	-0.030453864023093694	-0.016838679620985324	0.17289355077627205	-0.011472170350880502	-0.04215093576241204	0.16000612416305637	-0.0051713274444995724	-0.05369125963575642	-0.25918225592843647	0.014215546888310504	-0.11126013119264282
Dalatias_licha	-0.5608899268616289	-0.07237506684424577	0.13007766359608347	-0.4509133158772135	0.09962177691352984	-0.16529636256806307	-0.027714663509463354	0.022908074117433896	0.06202601244560615	-0.0878071072529785	-0.07886770455758618	0.13791521679404184	0.01819903863271341	0.02173736244884613	0.11460084167295097	0.08186286200612301	0.0374411374450624	0.13281311093147752	0.08058669760859632	0.1134474406791629	0.09235082969384614	0.18114460707046207	-0.06078090208161966	0.02379555016472872	0.18546573316089268	-0.06984719656659796	0.008367069236937977	0.2530765799013802	-0.019400060676066463	0.032022485286862315	0.2677020402912524	-0.01017034561366647	-0.004317023718966903	0.16056036212010813	0.004238393449151362	-0.13641080024565871	0.11347888325062569	0.014129580848110848	-0.21394153018917725	-0.21475179054088017	-0.002082489561514092	-0.21400306310067566
Deania_calcea	-0.5579187147259531	0.0023959410951770246	0.05705126466950366	-0.49678457220514083	0.05352646046116942	-0.040198207593883324	-0.05474458098940051	-0.06085530987751195	0.04704940991776857	-0.11742686401228339	-0.1261214520725099	0.07260598181314122	0.051219598133236906	0.0018029438136618683	0.05976153925265878	0.11497247385362633	0.056705086181727454	0.08889610509628365	0.14366246486952955	0.11394630073133269	0.05097554937499158	0.1364141063469045	-0.016443520321003748	0.014861142379142081	0.14985001653389368	-0.040820882805167845	-0.0029470568364221615	0.21288445519890398	-0.003416587922152948	0.0015981911048561642	0.227208098263605	0.0030227030861985082	-0.009313262296079705	0.23274302215774914	0.005999667253953611	-0.047802553417717907	0.21550548061986807	0.012844995127987695	-0.12948444204072512	-0.25758498404451685	-0.002586344752854103	-0.16305366142348426
