Id	PC1	PC2	PC3
Prionace_glauca	0.08815977240888452	-0.022530901257432494	0.026249928389471093
Pristiophorus_japonicus	0.04706302163385921	0.11706948145840833	-0.0963340926952751
Proscyllium_habereri	-0.07661353623197471	-0.008930389111139077	-0.21312867799387847
Pseudocarcharias_kamoharai	0.12310264707669424	-0.09816070406566327	0.05340179181427466
Rhizoprionodon_terraenovae	0.11389192228317038	-0.06730147394061055	0.017908814353635276
Scoliodon_laticaudus	0.16122634900487806	-0.011363451209001516	0.027303344987076334
Scyliorhinus_boa	0.023175170984250208	-0.03561752389036297	-0.10865279927280544
Scyliorhinus_canicula	0.009840437729871731	-0.07269416779655093	-0.06494701865916905
Scyliorhinus_stellaris	0.015486919936847662	-0.03761890556467201	-0.08733006357119956
Scymnodalatias_albicauda	0.002266703277955372	0.09940699628216637	0.05280854757856872
Sphyrna_corona	0.11746323744581899	-0.05154012652920279	0.02781883481727666
Sphyrna_lewini	0.0992566249544944	0.037353178467842155	0.024689936246268054
Sphyrna_mokarran	0.09615615019851953	-0.06359103351283081	0.027038397511293236
Sphyrna_tiburo	0.12514055452807113	-0.04105504443092276	0.028650672703571214
Sphyrna_tudes	0.12475562646923295	-0.061555875046094145	0.057063561598791196
Sphyrna_zygaena	0.12776807324574457	-0.03737963956465343	0.023397123356160555
Squalus_acanthias	-0.02884303120126622	0.12147806862578278	0.0026990828116063713
Squalus_cubensis	-0.024489750071169776	0.07005927007861962	0.0485447374563044
Squalus_megalops	-0.06555030150520635	0.1107966574090973	0.04259519631734428
Squalus_suckleyi	-0.030255528235644667	0.08796298315221843	0.029256378709916753
Squatina_africana	0.047592621117644736	-0.062067500349892966	-0.02016781507276681
Squatina_japonica	0.03779945718976357	-0.035564509099397956	-0.021277123990626583
Squatina_squatina	0.04014311704441175	-0.07078566267431413	-0.044283221946936346
Stegostoma_fasciatum	-0.23410507864321484	0.009934498032064379	0.02982437136398669
Triaenodon_obesus	0.11440311706684442	-0.014326603525546768	-0.0554006827602766
Triakis_semifasciata	-0.11418031190745442	-0.045691664160439426	-0.04240374347566941
