specimen,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
Atelomycterus_macleayi,0.034882028575884,0.0665700148983784,0.049572579671817,0.0982790229154751,-0.00909565097506742,-0.0228832417071541,0.0341160244841062,0.024093745517599,-0.0189233283421136,-0.0140328767279579,-0.0312263375987752,0.0286642467255598,-0.00190033260738357,-0.00106356060313876,-0.00214756564948019,0.0233937795169553,0.00971966783078069,-0.0124731746396739,0.00702262584094407,-0.0176060388305041,-0.00724433353048896,0.00765322288930653,0.0148853624521788,-0.00668256416658977,-0.00281906609976061,-0.00106050117024373,0.00611931996581217,-0.0032534735049685,3.50194145817831E-05,-0.00216803615900733,-0.00793743537527436,0.000964923247441576,-0.00270391037367121,-0.00632129082227073,-0.000413155658746148,-3.50557798935169E-15,-6.74644801829105E-17,3.96601154695198E-16,-3.04660810468427E-17,-1.10371781159024E-16,-5.34105095220672E-17,-2.80808362673746E-17
Scyliorhinus_canicula,-0.0146181290539929,0.0199379074154306,0.0814378776424573,0.066054559532326,-0.00439811598777211,0.0552406470406034,0.0118140558748174,-0.0309108609692006,-0.0483165615292106,0.0428575242812789,-0.0489117396317794,-0.000206900824116276,0.0120331846151597,-0.00692569765721636,0.00653219626956309,-0.016862328396091,0.0350756879796403,-0.00838342155912784,-0.0233891399094715,-0.000488675699666557,0.00488145126098715,0.000586218590561386,-0.00106998571211659,0.0143091924684242,-0.00806717231795212,0.00703384325198598,0.0117263042628159,0.0100189836167054,-0.00331690927781578,0.0096837384637004,0.00019529647400284,0.0101285019192068,-0.00636388686510275,0.00333105740360291,0.000512224819938997,1.41445015422459E-15,-8.14886352840105E-16,-2.76037873114809E-16,2.55871712706579E-17,-4.77048955893622E-17,-5.82758667710959E-18,-5.6920614055489E-17
Hemiscyllium_trispeculare,0.226389627233285,0.00563532941194985,0.0778242903551841,-0.0372742486616484,-0.00735212981830832,0.0494567467690473,-0.00923191479548883,-0.0377522208849128,0.0391769047661343,-0.078938636025498,-0.0322503144587891,0.0102431800278263,-0.0136474943203008,-0.0208981649872586,0.0173970790906694,-0.0147298076740152,0.00497761176596421,-0.00804456400364006,-0.0085223720560431,0.00335708364702812,-0.00336294909047047,-0.00691416720376237,0.00405131587863893,-0.00938053054048708,-0.0104552481701559,0.0079757774973356,0.00279676078963112,0.000646723266592262,0.00410542458678742,-0.0186363955196129,0.00730397386312388,0.00563664368025571,0.000700489453726939,-0.00242064260232318,0.0044190368433989,-3.81162115759004E-15,-1.97411531566161E-15,-5.63785129692462E-16,-1.38777878078145E-17,-1.56992474575901E-16,-5.25295952569227E-17,-2.21177243187043E-17
Hemiscyllium_trispeculare,0.225560884864181,0.0242065252599891,0.0803546343647602,-0.00886529485497391,-0.00478581624508956,0.0565625218577002,0.0566404489463323,-0.0470889941005471,0.0413565961684669,-0.0120920384729363,-0.0756106105798353,0.00902626007552829,0.0441372986938292,-0.033866461461782,0.00595878256400199,0.0105794676117722,0.00394996525559207,-0.0415981833692867,-0.0127343950364036,0.0231728771783978,0.00290942707193392,-0.0301475302772097,0.0150017134065498,0.0068046884267461,-0.00555108748591742,0.00927964626568072,-0.00779006127725392,-0.0122306667967686,0.00900410074645508,0.00910408822663812,-0.00138759888621874,-0.00108813649097793,0.0052799478501599,0.00468519280021167,-0.00723846493036904,-7.51026844880709E-16,2.45918736763162E-15,2.10552061896685E-16,-6.43148728718401E-16,-6.72205346941013E-17,2.97613496347271E-17,-4.53738609185184E-17
Sphyrna_tiburo,-0.137989491469793,-0.0631035269325929,0.023975890845529,0.013381691421863,0.0107184201572035,7.33785157500406E-05,0.00704202441299879,-0.0169904390153294,0.06868667506116,-0.00181223323595319,-0.00858431593686434,0.0129640050846727,-0.0305231364869807,0.0112761369727926,-0.0140407172464633,-0.0180350209485215,-0.00673558037323405,-0.00160280933867064,0.010960300067305,-0.00534748733006583,-0.00740605962369735,-0.0103251137451953,-0.00621750508199937,0.00229071962325296,0.00123044623252892,-0.00318321429527016,-0.00616984677893671,0.00110852585073593,-0.00630530654007258,0.00409524755483584,-0.00247865388660689,0.00301118691972246,-0.00246645013650888,0.00324925217694334,0.00127435985160873,-1.00613961606655E-16,-1.36609473733174E-16,9.18102399660725E-16,-1.34441069388203E-16,9.62771529167128E-17,-4.20670442924376E-17,4.83554168928535E-17
Sphyrna_corona,-0.125112901405671,-0.0356398609562193,0.0352090213744328,-0.039134405722089,-0.0313980762941881,0.0120085315500381,0.0268831546652027,-0.000197259900144884,0.00742948968253802,-0.00412859656246343,-0.0126538009946424,-0.0202027157247919,-0.0255298945344394,-0.00182299148122941,0.0101816581084325,0.0078113905353788,0.0129797468533953,-0.0138391549378028,-0.00650063562470824,-0.0122911327653634,0.00072053083342315,-0.0114679451371403,-0.00368750277017586,-0.00348801999210593,-0.00485870890754624,-0.00374032042032895,0.00077758399272512,0.00598905271475282,-0.00393285188375974,0.00215838273459269,0.00350812435950282,-0.000319621982565513,0.00172671970971099,-0.0006675936558503,-0.0012245154639401,4.98299318474338E-16,3.20923843055709E-17,-2.20309881449055E-16,-1.33573707650214E-16,-1.04083408558608E-17,-1.41813644161104E-16,1.51788304147971E-17
Orectolobus_japonicus,0.12200054088871,0.0313227966236926,-0.00234566876541385,-0.0685051351630058,0.147219984467078,-0.00757238047523246,0.0811669978896992,-0.0524556911065225,-0.0363519438712705,0.0246391633082027,0.0239628378056986,0.0144876408635138,-0.00823839464219756,-0.0175945217449977,0.0142176065757022,-0.0250826012475209,0.0173521582557955,0.0170206119674855,0.0137417499251594,-0.0123347363479463,-0.00520107855254282,0.00316306168368405,-0.017767732494487,-0.00353627161902193,-0.00329090004379928,-0.00573363387312943,-0.00182310813270309,-0.000443980718446579,-0.000799086481101203,0.00088243844785662,0.00362922042409228,0.00694664297191669,0.00807959966570331,0.000453425171738816,0.00602188245312503,-3.9790219730218E-16,2.34187669256869E-16,6.67868538251071E-17,-2.41993924898765E-16,-3.29597460435593E-17,6.32631967645292E-17,-5.22585447138013E-17
Lamna_ditropis,-0.0500452692623339,-0.103876488636035,0.0125803944933862,-0.0339755334734114,-0.0134671666769516,-0.0101358565676729,0.0108141145140031,-0.0312741645044647,-0.00018868257269021,-0.0271159643339761,1.3990877072074E-05,-0.0133398753428141,0.00358359771618021,-0.013053801628684,0.00516779634241736,-0.00227512455099789,-0.0129753094366868,0.0153764882892491,0.0123443442937455,0.00155076032121355,0.00460581488664558,0.00832384522609651,0.00309359039944545,-0.0176999700696365,-0.00490441171061407,0.00924418158140757,0.00384974956268246,0.0011325263113266,-0.000954864135672387,0.000756946333560809,-0.00767196524014715,-0.00231859927064834,-0.000769159425883702,-0.00202884510823256,0.00211041497373477,1.17635935714677E-15,5.06972935854222E-16,1.69135538907739E-17,2.16840434497101E-17,9.54097911787244E-18,-1.07823906053683E-16,-4.22838847269347E-17
Lamna_nasus,-0.081692722104166,-0.0734104216239766,0.0255553917602834,-0.0682584618927769,-0.00807656264484608,-0.0196805549642999,0.0245514897689691,-0.0359406143078703,0.0112974964971632,-0.0191195708700748,-0.000509860718408028,-0.0151822882880587,0.0211357190266814,0.00157172430482222,-0.00698817254347703,0.0190702057741034,-0.00287723318143607,0.0102264789705769,-0.0110427918925046,0.013039927379216,-0.00485365372709398,-0.00865188565879682,0.000724108606833227,-0.00738456952183068,0.00375853514072185,0.00696231088187957,-0.00020208236171882,-0.000695789337866318,0.00301122288029111,-0.00200519140963838,-0.00500831526942849,-0.00543075115780909,0.00341955219640139,-0.00598777222292096,0.00137542315698849,-3.25260651745651E-17,-3.94215909915729E-16,-1.97758476261356E-16,-1.61329283265843E-16,3.46944695195361E-17,1.84856470408779E-17,-1.30104260698261E-17
Carcharodon_carcharias,-0.00260188053173235,-0.135726567436982,0.0678713483591838,-0.0635310500604028,-0.0404628644069202,0.0340903675063406,0.0268906503257229,-0.0537386290684273,-0.0441898180864095,-0.0219648122073265,-0.00928416809341408,-0.0445804492480069,-0.00487166221858003,-0.011260907345016,0.0347159375884575,0.000762126711443087,-0.0075932051763232,0.00316978778625951,0.00684229459801565,-0.00435043620154093,-0.0126570793491441,-0.00865864310717838,-0.00801548400569682,-0.00980806190710373,-0.00214375322547983,0.000785295309780366,-0.00291463279512963,-0.00774496776011496,-0.00539427475698979,0.00756967354639504,0.00246748883973746,0.00422031624540826,-0.00477947191645853,0.00255128558106386,0.000347465897656362,-1.15012166457262E-15,-9.10729824887824E-17,-3.58220397789211E-16,-4.5102810375397E-17,6.93889390390723E-18,3.38271077815477E-17,1.51788304147971E-17
Isurus_oxyrinchus,-0.0523402952935791,-0.0574814074398446,0.0380060201451428,-0.0253402502540433,-0.040321657887423,-0.0270766781931628,0.0339152574315001,-0.0642127097237479,0.0262746282286851,-0.0127093675459232,0.0558153821605896,-0.00100211799565068,-0.0152487733316667,-0.0206512009486337,0.030055306547371,0.0229149726909302,-0.0137572732527833,-0.00314814570886922,0.00667877883367957,0.00343497273401131,-0.000745674995256936,-0.00794448978569674,-0.0054691447452663,0.00782732258283976,-0.0131390499792589,-0.0110148756123035,0.000277529661556241,0.00267962837679354,0.00466595931524168,-0.000516066123642625,-0.00298818504584224,-0.00259955297243583,-0.00371536408711299,-7.82884042456705E-06,-0.000156891333103286,-8.44593492366208E-16,1.16199367836134E-16,-3.06639479433213E-16,-8.64109131470947E-17,1.14925430283463E-17,-8.83285957396784E-17,-3.76760254938713E-17
Isurus_oxyrinchus,-0.0570045754100163,-0.02983920464253,0.0123757157578904,-0.0506723925607022,-0.0242980762103902,-0.0281228373787689,0.0213136121303334,-0.0607889510606896,0.00779334896795406,-0.00585614129386677,0.0450652331240297,-0.00250567157398034,0.000884721241773779,-0.0328154371685711,0.0208081822746767,0.0258853511954824,-0.00890679137548965,-0.000439408494888923,-0.00285287838647967,0.00353364630453002,0.00683609081104908,0.0102495053656911,-0.00613832512125908,0.00801958751994748,-0.00661557003663958,-0.00643095539552285,0.00513603874570576,-0.000333779304736696,0.00124893148617482,0.00306277144841019,-0.00549673730894292,-4.26151303782892E-05,0.00503076739518926,-0.00116849645401798,0.000156720479705149,-9.54748433090735E-16,-6.4401609045639E-17,-1.76724954115137E-16,-1.47451495458029E-16,-4.25007251614318E-17,-6.56484415439973E-17,4.22838847269347E-17
Isurus_paucus,-0.0599823110052645,-0.0616440735898163,0.0234798240703954,-0.058673413317672,-0.0335690964755425,-0.00487766789386051,0.0258677492694874,-0.0489625900369673,0.0282046752086721,-0.00604827080205638,0.0373918898914713,-0.0107373592210018,0.00237337696646887,-0.026404633452623,0.0210211732934647,0.0188458315382852,-0.0071829484082099,0.000801226623440532,-0.00658109109233287,0.0177409531801573,-0.00313311076000527,0.0103994916961631,-0.0111906140354181,-0.0045060585915207,-0.00535884299065449,0.00506429791373321,-0.00627669903792952,-0.0013120459685891,-0.00294097940261262,0.00385930517589647,0.00430637049850673,-0.00271182478233305,-0.00235210726184493,-0.00111576397944164,0.0029020336383674,-1.22384741230164E-15,1.97758476261356E-16,-3.06395533944404E-16,-1.88217497143484E-16,9.36750677027476E-17,-2.45571792067967E-17,-1.6154612370034E-17
Sphyrna_mokarran,-0.101069980525033,-0.0454930244959867,0.0448639157470018,-0.0263401821783744,-0.0266605662250008,0.00361994012522684,0.0268042698244328,-0.00723500716924818,-0.0122135325966511,-0.00116482651782204,-0.0110367090196652,-0.0125914905577617,-0.00410839998842063,0.00433503305301128,-0.0143652032745496,-0.00354537163093058,0.00072771043945087,0.00149860271723104,-0.00362438954375171,-0.00526600118455285,0.00797999028223037,-0.00161626914779551,0.00862738714971837,-0.00255140911728643,-0.00942903013378272,0.00530059236099548,-0.00275109500980295,0.00887651517654313,-0.0125303077294571,0.00577080546585674,0.000463164422073552,0.00134383859217537,-0.00224551650516594,0.000992099015639015,0.00367660359926235,1.70783526209917E-15,2.88831458750138E-16,-2.25514051876985E-16,-7.11236625150491E-17,-1.69135538907739E-16,-9.16150835750251E-17,-8.67361737988404E-19
Mustelus_higmani,-0.0184450431136384,-0.0187947900831769,0.0352983383652781,-0.00510723970216903,0.0439313532146987,-0.0351203942657115,-0.0575075303419318,-0.00781452002832865,-0.0441730590297956,0.00902621632491936,0.0326408106891238,0.0132666053452365,0.00350406294128805,-0.0135947578249289,-0.0114575310178408,-0.00482597952070198,0.0132814227706497,-0.0497479049138539,-0.0178075869951768,0.00233892155790665,0.00410426833317231,0.0285947698418112,-0.00165336651091061,-0.0106597190609661,-0.00932426083671637,-0.00644381322928673,0.00497320181084706,-0.00419649190435654,0.0044006868142588,-0.00519856954291459,-0.000338106246392039,0.00514349272472285,-0.00315437881862874,0.00487582473257959,0.00212807797387916,-3.48115633541646E-15,7.19910242530375E-16,-2.40259201422788E-16,-1.61329283265843E-16,1.63931368479808E-16,-4.93854089567147E-17,1.30104260698261E-18
Squatina_squatina,-0.0558766061599729,0.0608496196833079,0.104650283885731,-0.0659962981447285,0.00906081572396496,-0.0115430576633674,0.0137794670057867,0.0648042411527503,0.0595764312114096,0.0475520367943737,-0.00294298257172208,0.0278045713015871,0.00491908485223243,-0.00411863235596996,-0.0113304544391031,0.00131683710856831,0.000988903923369253,0.0116212276839869,-0.0157607507265375,0.0175929576777224,-0.00367378302708966,-0.0139986938393164,-0.0154625938948386,-0.0085269544495188,-0.00580745100328267,0.00148381820265107,-0.00458945135779731,0.00277014326858389,0.00179947653866399,-2.65784333513335E-05,0.00465179744781122,-0.0027375542377586,0.00223608312286169,0.0011178263829198,-0.0016924880086443,-1.2679744407218E-16,5.5944832100252E-17,3.07479736116889E-16,8.8037216405823E-17,4.66206934168767E-17,-5.67850887839283E-18,-3.06829214813398E-17
Deania_calcea,-0.00259426882735868,0.0315693900277466,-0.107565350380175,-0.0226074345923686,-0.0899689615233702,-0.0145517854934963,0.0387468214929614,0.0150759560348023,-0.0558198164823081,-0.00783997563846392,-0.00793743569568164,0.0163885490908533,-0.0306964260067593,-0.0057839111265446,0.0324342309193828,-0.00927165422104373,-0.00709093539870654,0.0195894512008924,0.00283074693381669,0.00257157966693602,0.0114313753563274,0.021842559041941,-0.0139369149443945,0.0067931590983111,-0.0121341941125173,0.0111776273664191,0.00378976239146483,0.0050340891164723,-0.00672417058342615,-0.00691777728074495,0.00221000865373911,-0.00740540011547978,-0.000753968193639871,0.00214554436857327,-0.00440625935330004,-1.34983170474445E-15,2.55004350968591E-16,4.47124975933022E-16,2.09034178855205E-16,5.76795555762288E-17,1.79977560632594E-17,2.34187669256869E-17
Scyliorhinus_canicula,-0.00567345868332731,0.0213107126353303,0.040375013536605,0.11453204631478,-0.00627332960872813,0.103772023642717,-0.023225477545171,-0.0179048255269778,-0.00203768976338497,0.0180964219501403,0.0126698720633298,0.0107129923315806,0.0016614550365164,-0.0127359764240674,-0.00493409012955009,-0.0118198707914051,-0.0078590160631989,-0.00830591453664496,-0.0144162428033859,-0.00387687499073851,0.0036162738013586,-0.00546458999380652,-0.00229588237688122,0.0183575833825263,-0.000585684153682878,-0.00711334612556391,9.69130424816034E-05,-0.000337716149598653,-0.000581946626707779,0.00133015690011566,-0.000827066409335366,-0.0060958176812795,-0.000540004467953699,-0.000287335858863248,0.000293179449465486,1.12583553590895E-15,1.33573707650214E-16,1.14491749414469E-16,-1.38777878078145E-16,8.15320033709099E-17,-6.83047368665868E-17,3.55618312575245E-17
Chiloscyllium_griseum,0.206824709284407,0.0475628515634536,0.0790621289452961,-0.00483979100679704,-0.0328277506799331,-0.0272457829101606,-0.00885150467175214,0.0145220133246246,0.0289968455162341,-0.0372769690604158,0.000712497749497637,0.0146042987438173,0.00327581920231487,-0.00122521561505418,-0.0119977728432188,0.0320318226760707,-0.001763773543418,0.00365497187882178,-0.0120264865906867,-0.0156802109364591,0.0040127579640648,0.00777418977895808,-0.00976627145182976,0.00126681858916038,0.00338929751708559,-0.00804440002537483,-0.00255627689121811,-0.00184533148153673,0.00433503447598041,-0.000928341563148766,0.00541697012813054,-0.0031723670529208,0.000182614760245087,-0.00107110544202142,0.00145790587631129,-2.76677552396576E-15,-8.66494376250415E-16,5.70290342727375E-16,-1.73472347597681E-17,-3.20923843055709E-17,-3.96817995129695E-17,-5.74627151417317E-18
Heterodontus_japonicus,0.0245608042413717,-0.106092113829093,0.0928295656278602,-0.0903511519862134,0.0540151402060209,0.125859004825537,-0.0491922777679838,-0.0282720506307597,0.0933895132870305,-0.0235151421584815,0.0203018455567007,0.0382184378204748,-0.0395374455271077,0.0415472290128043,0.00529302486165276,-0.0245374986768253,-0.00468439152445376,-0.00236547692967628,0.00873599505248371,-0.00456445669487846,-0.0207802368070368,0.0368535077459981,0.00853166521425967,0.0217492946666704,-0.00825282650242849,0.00504016748342735,-0.00965597443220426,-0.00386378548191501,-0.00807138338409014,0.00902799822877147,-0.00709193957173746,0.00259085631963546,0.00655247246308606,0.00161387085313366,0.000918392350721357,-1.49229587020905E-15,-3.3133218391157E-16,-5.42101086242752E-16,-9.36750677027476E-17,5.29090660172926E-17,-5.46437894932694E-17,7.19910242530375E-17
Carcharhinus_amboinensis,-0.101594178057951,-0.0292864044580975,-0.0362379931342328,-0.0151414530806197,0.0214942150083771,-0.0473977144799513,-0.0146846929174939,-0.0304637456660898,0.000260608933640407,-0.000479050776599205,0.0255463848015888,0.0124584443256719,0.0115088687020444,-0.00591192588787798,0.024894796301575,-0.000180739179040582,0.00404488783561323,0.00124863237709272,-0.0244262889772296,0.00118583646445368,0.00532178682554647,0.0106230790744925,0.00591325581341909,-0.015442165902963,0.00144141335582496,-0.00495430607430023,0.00136843297085043,-0.00261107374001436,0.00293378845399955,-0.0035168989561697,-0.000124717863923743,0.000231854292196749,0.00333573555674921,-0.00212399099887836,-0.00162519681894317,4.49065697821771E-15,-1.27068494615301E-16,-1.03085942559922E-15,1.03649727689614E-16,5.39932681897781E-17,4.42083435830964E-17,2.42861286636753E-17
Triakis_semifasciata,0.117397653796732,0.0321032495873613,0.0342192072572792,0.023999394905081,0.0275312566137744,-0.0355368410329621,-0.0259722732682156,0.0210386127119531,-0.0335018137545979,0.00586706333528382,0.0322091232324603,0.00519756625336259,-0.0120191597956269,0.00449648947844861,0.0120260422762302,-0.00457195022292713,-0.0124571044199215,-0.0129707036042566,-0.00935940340063473,-0.00131973297117594,0.0085402813756915,0.018966565966841,0.00735543887797395,-0.0200467645126497,0.0172840519414204,-0.00668309043311283,-0.00214436375282708,-0.0116789583777626,-0.00303372442958901,-0.00722241077449211,8.13039173694239E-05,0.00430594903566226,-0.00248357946384413,0.00296989444765431,0.0016876440246835,1.58336885269783E-15,8.6389229103645E-16,1.96023752785379E-16,-2.77555756156289E-17,-7.80625564189563E-18,-4.33680868994202E-17,-8.95550994473027E-17
